fname,label
0448d513.wav,Cello Double_bass Violin_or_fiddle
044aef8a.wav,Squeak Bark Keys_jangling
045931e0.wav,Meow Squeak Acoustic_guitar
0459ee65.wav,Clarinet Saxophone Flute
045c6122.wav,Bass_drum Knock Gunshot_or_gunfire
045c9ea8.wav,Clarinet Saxophone Oboe
04605af5.wav,Shatter Squeak Keys_jangling
046250d3.wav,Cello Double_bass Clarinet
046486df.wav,Shatter Keys_jangling Computer_keyboard
0468ad68.wav,Flute Trumpet Clarinet
046e86b5.wav,Hi-hat Snare_drum Gong
047b5857.wav,Cello Violin_or_fiddle Gong
047bf19c.wav,Flute Oboe Violin_or_fiddle
047e0d21.wav,Trumpet Clarinet Saxophone
048470a5.wav,Squeak Drawer_open_or_close Cough
04a301e9.wav,Trumpet Oboe Electric_piano
04ab46a9.wav,Cello Double_bass Clarinet
04ab4e22.wav,Double_bass Cowbell Hi-hat
04b031df.wav,Hi-hat Knock Snare_drum
04b249bd.wav,Drawer_open_or_close Fireworks Tearing
04b7ef77.wav,Clarinet Saxophone Flute
04bdae57.wav,Hi-hat Violin_or_fiddle Gong
04c2ed9c.wav,Clarinet Saxophone Oboe
04d15abd.wav,Trumpet Oboe Fart
04dbef05.wav,Cello Double_bass Acoustic_guitar
04dddbf5.wav,Bass_drum Double_bass Hi-hat
04ecda67.wav,Bass_drum Hi-hat Snare_drum
04ed8568.wav,Bass_drum Knock Burping_or_eructation
04f232c6.wav,Knock Double_bass Snare_drum
04f46a27.wav,Bass_drum Double_bass Knock
04f85a49.wav,Acoustic_guitar Flute Tearing
04fb8280.wav,Electric_piano Acoustic_guitar Gong
0509ce2f.wav,Hi-hat Flute Violin_or_fiddle
0520faf4.wav,Clarinet Flute Squeak
05296d2a.wav,Clarinet Saxophone Oboe
0529d428.wav,Knock Bass_drum Drawer_open_or_close
0539bb41.wav,Squeak Tambourine Acoustic_guitar
053a5fc6.wav,Hi-hat Violin_or_fiddle Gong
053b4c56.wav,Fart Meow Squeak
053e7bb5.wav,Snare_drum Knock Finger_snapping
054508f3.wav,Bass_drum Double_bass Knock
0548124b.wav,Cello Trumpet Bass_drum
054dbf39.wav,Oboe Cowbell Clarinet
054eeab6.wav,Bark Writing Fart
05562991.wav,Flute Violin_or_fiddle Clarinet
0558af35.wav,Squeak Meow Flute
0568741b.wav,Acoustic_guitar Electric_piano Gong
05723b3a.wav,Cello Double_bass Violin_or_fiddle
057425e6.wav,Fart Shatter Tearing
0576d7ba.wav,Fart Cough Tearing
057c2963.wav,Clarinet Saxophone Oboe
0586f0e0.wav,Meow Oboe Squeak
058a0e87.wav,Bass_drum Knock Finger_snapping
058e63ea.wav,Tambourine Cowbell Computer_keyboard
0594d8c2.wav,Hi-hat Flute Snare_drum
059d5420.wav,Saxophone Violin_or_fiddle Telephone
059ffef4.wav,Violin_or_fiddle Acoustic_guitar Trumpet
05a15a14.wav,Flute Trumpet Clarinet
05ad10fb.wav,Gong Flute Chime
05ae0583.wav,Trumpet Violin_or_fiddle Acoustic_guitar
05c2056b.wav,Clarinet Flute Trumpet
05c8453f.wav,Fireworks Gunshot_or_gunfire Snare_drum
05cae96f.wav,Bass_drum Snare_drum Hi-hat
05cc88d2.wav,Hi-hat Gunshot_or_gunfire Applause
05ccb0ff.wav,Harmonica Acoustic_guitar Tambourine
05f3c709.wav,Laughter Fireworks Snare_drum
05f40290.wav,Cello Double_bass Clarinet
05fc58ee.wav,Gunshot_or_gunfire Knock Bass_drum
05fca090.wav,Flute Cello Saxophone
060428bd.wav,Acoustic_guitar Electric_piano Cello
0608d8b7.wav,Double_bass Squeak Fireworks
06123abf.wav,Acoustic_guitar Electric_piano Cello
062c3119.wav,Clarinet Flute Saxophone
062f9f91.wav,Squeak Tearing Laughter
06308a6b.wav,Cello Double_bass Trumpet
0630cf5e.wav,Acoustic_guitar Electric_piano Cello
0638da1a.wav,Snare_drum Cowbell Flute
063d81f8.wav,Clarinet Flute Saxophone
06718b47.wav,Trumpet Flute Clarinet
0671a98a.wav,Trumpet Oboe Saxophone
06775f3c.wav,Cough Bark Acoustic_guitar
0678a571.wav,Trumpet Oboe Electric_piano
067d6a04.wav,Flute Clarinet Saxophone
06827666.wav,Acoustic_guitar Electric_piano Clarinet
0682b1f6.wav,Harmonica Acoustic_guitar Bus
0689d2f6.wav,Bass_drum Double_bass Cello
069b1efa.wav,Flute Trumpet Cello
069b4384.wav,Double_bass Bass_drum Hi-hat
069e4fb3.wav,Squeak Meow Bus
06b27161.wav,Squeak Meow Fireworks
06bb374e.wav,Fart Shatter Burping_or_eructation
06bd2694.wav,Bass_drum Knock Gong
06c33b21.wav,Fart Flute Writing
06c535eb.wav,Telephone Writing Tearing
06d4796b.wav,Flute Cowbell Oboe
06dcd7a0.wav,Fireworks Squeak Shatter
06e1d866.wav,Squeak Laughter Meow
06e4a7a3.wav,Acoustic_guitar Electric_piano Gong
06e4c394.wav,Trumpet Violin_or_fiddle Hi-hat
06ee2e39.wav,Trumpet Saxophone Laughter
06faccbf.wav,Acoustic_guitar Writing Tambourine
06fbe4da.wav,Bass_drum Shatter Gunshot_or_gunfire
070096e9.wav,Clarinet Oboe Meow
070204c5.wav,Finger_snapping Computer_keyboard Bark
07038d45.wav,Squeak Meow Acoustic_guitar
07063bc9.wav,Keys_jangling Computer_keyboard Scissors
070fea08.wav,Cowbell Violin_or_fiddle Cello
0716b51d.wav,Double_bass Violin_or_fiddle Cello
071b2b62.wav,Acoustic_guitar Tambourine Applause
071e7724.wav,Knock Drawer_open_or_close Squeak
071f4c75.wav,Flute Clarinet Trumpet
0722054b.wav,Clarinet Saxophone Flute
07256457.wav,Trumpet Oboe Saxophone
0730b080.wav,Hi-hat Snare_drum Bass_drum
0736d78e.wav,Fart Shatter Laughter
073d6755.wav,Cello Double_bass Knock
0745def5.wav,Acoustic_guitar Violin_or_fiddle Electric_piano
0751e141.wav,Hi-hat Snare_drum Gong
0755629f.wav,Knock Drawer_open_or_close Squeak
075591e8.wav,Bass_drum Knock Cello
0760a9e7.wav,Scissors Squeak Keys_jangling
076176f4.wav,Scissors Meow Burping_or_eructation
0761d26b.wav,Applause Gunshot_or_gunfire Laughter
07642d1b.wav,Violin_or_fiddle Squeak Acoustic_guitar
07682400.wav,Oboe Clarinet Saxophone
076d3b6c.wav,Trumpet Oboe Clarinet
0776b083.wav,Hi-hat Snare_drum Gong
07776603.wav,Trumpet Flute Oboe
0779cb34.wav,Chime Telephone Shatter
077a7711.wav,Knock Hi-hat Snare_drum
0790d4f8.wav,Bass_drum Double_bass Hi-hat
079367a7.wav,Flute Clarinet Oboe
07954767.wav,Bass_drum Knock Snare_drum
07989042.wav,Trumpet Oboe Flute
0799369e.wav,Oboe Clarinet Squeak
079faac8.wav,Harmonica Cello Squeak
07a8ddbf.wav,Shatter Squeak Tambourine
07ab0dcf.wav,Cello Violin_or_fiddle Saxophone
07b0fe34.wav,Fart Tearing Fireworks
07b9c04c.wav,Bass_drum Double_bass Glockenspiel
07bac4d1.wav,Hi-hat Cowbell Cough
07c4fd98.wav,Acoustic_guitar Electric_piano Chime
07c8463e.wav,Cough Laughter Fart
07c95625.wav,Meow Bark Laughter
07cf422e.wav,Acoustic_guitar Tambourine Trumpet
07cffb09.wav,Flute Trumpet Fireworks
07d5cca9.wav,Clarinet Oboe Trumpet
07d62787.wav,Trumpet Flute Clarinet
07dcd326.wav,Bass_drum Knock Snare_drum
07eef0c0.wav,Double_bass Cello Clarinet
07f06f30.wav,Bass_drum Knock Fireworks
07f1dab7.wav,Hi-hat Tambourine Tearing
07fbde49.wav,Trumpet Clarinet Oboe
0802d9ec.wav,Trumpet Oboe Electric_piano
080b53cc.wav,Acoustic_guitar Gong Electric_piano
081fbfd3.wav,Fart Shatter Squeak
082cd9fe.wav,Acoustic_guitar Saxophone Bus
083bba3c.wav,Clarinet Oboe Flute
0841041b.wav,Acoustic_guitar Gong Hi-hat
08426322.wav,Fireworks Writing Shatter
0844d331.wav,Oboe Violin_or_fiddle Clarinet
08593822.wav,Oboe Trumpet Clarinet
085a9c5b.wav,Cello Violin_or_fiddle Double_bass
087248e6.wav,Clarinet Flute Tearing
087ed746.wav,Flute Trumpet Clarinet
08854d8c.wav,Bass_drum Double_bass Knock
088bb565.wav,Cello Double_bass Violin_or_fiddle
08904a43.wav,Violin_or_fiddle Gong Knock
08911c36.wav,Fart Knock Snare_drum
08941c53.wav,Knock Computer_keyboard Writing
0894d11f.wav,Hi-hat Snare_drum Gong
089f1097.wav,Trumpet Writing Double_bass
089f44b1.wav,Drawer_open_or_close Squeak Writing
08a82608.wav,Violin_or_fiddle Oboe Squeak
08be795d.wav,Bark Squeak Fireworks
08c9a7f7.wav,Bass_drum Knock Snare_drum
08d23bb8.wav,Gong Trumpet Violin_or_fiddle
08d9501a.wav,Squeak Drawer_open_or_close Fart
08ddd56e.wav,Tearing Bass_drum Snare_drum
08e27974.wav,Shatter Keys_jangling Chime
08ecc0a1.wav,Bass_drum Snare_drum Double_bass
08f4b16b.wav,Fart Squeak Tearing
08fcf830.wav,Flute Clarinet Hi-hat
0921f1f2.wav,Acoustic_guitar Electric_piano Double_bass
092a73e5.wav,Bass_drum Double_bass Hi-hat
092d89a0.wav,Cello Double_bass Trumpet
093963d5.wav,Cello Double_bass Violin_or_fiddle
0943fc2d.wav,Double_bass Bass_drum Hi-hat
09481a4c.wav,Bass_drum Double_bass Hi-hat
095428e8.wav,Cello Double_bass Violin_or_fiddle
09553ca1.wav,Bass_drum Knock Snare_drum
095dd27c.wav,Drawer_open_or_close Squeak Shatter
0967cebd.wav,Saxophone Flute Clarinet
0969d9d1.wav,Cello Double_bass Clarinet
096c3969.wav,Trumpet Clarinet Saxophone
096fd039.wav,Fart Meow Writing
0976741c.wav,Glockenspiel Acoustic_guitar Chime
097cdef5.wav,Violin_or_fiddle Microwave_oven Cowbell
0984ea36.wav,Acoustic_guitar Double_bass Cello
0995f876.wav,Saxophone Oboe Clarinet
09983766.wav,Burping_or_eructation Squeak Keys_jangling
09a14a8e.wav,Tearing Hi-hat Snare_drum
09b3e21c.wav,Clarinet Double_bass Cello
09c7044c.wav,Bass_drum Knock Snare_drum
09c71587.wav,Cello Trumpet Applause
09c8f697.wav,Cowbell Snare_drum Knock
09c9b50b.wav,Saxophone Clarinet Trumpet
09cba9de.wav,Cello Clarinet Double_bass
09d0535a.wav,Fart Snare_drum Hi-hat
09d2d1c0.wav,Saxophone Violin_or_fiddle Clarinet
09e5a0ee.wav,Acoustic_guitar Cello Fart
09e83f2a.wav,Saxophone Clarinet Trumpet
09eb9ddb.wav,Cello Double_bass Clarinet
09ec3afd.wav,Fart Knock Gunshot_or_gunfire
09f02a4a.wav,Burping_or_eructation Bark Fireworks
09f55e64.wav,Clarinet Saxophone Electric_piano
0a001dfe.wav,Fart Burping_or_eructation Microwave_oven
0a00b1a8.wav,Flute Saxophone Cello
0a0b26cc.wav,Bass_drum Double_bass Hi-hat
0a23fde2.wav,Meow Cough Bark
0a3d6e55.wav,Microwave_oven Drawer_open_or_close Squeak
0a429107.wav,Hi-hat Scissors Snare_drum
0a5cbf90.wav,Gong Glockenspiel Chime
0a5f818e.wav,Flute Cello Fireworks
0a6219e5.wav,Cello Double_bass Acoustic_guitar
0a67826b.wav,Bass_drum Knock Double_bass
0a695221.wav,Tearing Gong Squeak
0a6ecade.wav,Bass_drum Knock Double_bass
0a71e42d.wav,Bass_drum Knock Double_bass
0a79ddf7.wav,Acoustic_guitar Electric_piano Gong
0a7c7060.wav,Shatter Glockenspiel Chime
0a7fbd54.wav,Hi-hat Snare_drum Gong
0a7ff75b.wav,Knock Gunshot_or_gunfire Bass_drum
0a848902.wav,Flute Clarinet Violin_or_fiddle
0a8b7299.wav,Knock Finger_snapping Burping_or_eructation
0a8d849e.wav,Bass_drum Knock Double_bass
0a979caf.wav,Clarinet Saxophone Flute
0aaa4d2f.wav,Bass_drum Tearing Snare_drum
0aab4d0f.wav,Trumpet Clarinet Oboe
0ab56675.wav,Acoustic_guitar Applause Tambourine
0ab99db4.wav,Oboe Saxophone Trumpet
0acc6947.wav,Knock Cello Tearing
0ace560e.wav,Clarinet Flute Saxophone
0ace703f.wav,Acoustic_guitar Electric_piano Violin_or_fiddle
0ad916a0.wav,Double_bass Violin_or_fiddle Cello
0adf81d5.wav,Knock Finger_snapping Drawer_open_or_close
0ae1945c.wav,Acoustic_guitar Flute Trumpet
0af843ea.wav,Snare_drum Bass_drum Fireworks
0b0132c8.wav,Squeak Writing Drawer_open_or_close
0b0427e2.wav,Double_bass Bass_drum Hi-hat
0b07dc21.wav,Clarinet Saxophone Flute
0b0df9a0.wav,Trumpet Gong Bark
0b157a67.wav,Bass_drum Double_bass Knock
0b232eb1.wav,Bass_drum Knock Double_bass
0b244358.wav,Trumpet Clarinet Saxophone
0b273087.wav,Clarinet Oboe Saxophone
0b278db1.wav,Shatter Applause Squeak
0b2f18fa.wav,Squeak Microwave_oven Drawer_open_or_close
0b321436.wav,Bass_drum Snare_drum Tearing
0b32ee85.wav,Double_bass Cello Trumpet
0b38f744.wav,Hi-hat Violin_or_fiddle Snare_drum
0b3c86c9.wav,Tearing Drawer_open_or_close Scissors
0b430780.wav,Gunshot_or_gunfire Fireworks Snare_drum
0b495758.wav,Fart Drawer_open_or_close Burping_or_eructation
0b4bb93c.wav,Tambourine Cowbell Writing
0b50d4c8.wav,Acoustic_guitar Saxophone Fart
0b58b074.wav,Cowbell Shatter Hi-hat
0b58c7e9.wav,Clarinet Cello Saxophone
0b5fb43f.wav,Laughter Snare_drum Writing
0b62b09f.wav,Clarinet Oboe Cello
0b752229.wav,Squeak Flute Acoustic_guitar
0b763e4f.wav,Trumpet Clarinet Flute
0b79fdea.wav,Keys_jangling Shatter Tambourine
0b7b694c.wav,Bass_drum Double_bass Knock
0b8844bd.wav,Acoustic_guitar Cello Violin_or_fiddle
0b8b79ad.wav,Acoustic_guitar Fireworks Double_bass
0b8dfa34.wav,Clarinet Oboe Saxophone
0b9415cd.wav,Clarinet Flute Squeak
0ba34dec.wav,Clarinet Saxophone Flute
0baa37ed.wav,Hi-hat Bark Acoustic_guitar
0bb6a21d.wav,Cello Cowbell Violin_or_fiddle
0bb807c0.wav,Clarinet Oboe Saxophone
0bc52ede.wav,Acoustic_guitar Electric_piano Gong
0bc8ad78.wav,Double_bass Cowbell Hi-hat
0bc938fb.wav,Cello Trumpet Double_bass
0bd5adf9.wav,Squeak Bass_drum Meow
0bdc064a.wav,Flute Hi-hat Violin_or_fiddle
0be5aa79.wav,Bass_drum Snare_drum Hi-hat
0be7620d.wav,Bass_drum Knock Snare_drum
0beb8325.wav,Violin_or_fiddle Acoustic_guitar Saxophone
0bec9842.wav,Clarinet Oboe Saxophone
0befc5cb.wav,Acoustic_guitar Burping_or_eructation Applause
0bf9fbd3.wav,Bass_drum Knock Double_bass
0c13feb9.wav,Acoustic_guitar Saxophone Snare_drum
0c1bb3e9.wav,Flute Saxophone Violin_or_fiddle
0c1fbece.wav,Trumpet Flute Oboe
0c27bc2d.wav,Acoustic_guitar Cough Fart
0c31ca4c.wav,Flute Clarinet Saxophone
0c3b5861.wav,Clarinet Flute Saxophone
0c3dfac0.wav,Clarinet Acoustic_guitar Flute
0c40bbb0.wav,Bass_drum Double_bass Hi-hat
0c4de54a.wav,Clarinet Harmonica Violin_or_fiddle
0c561099.wav,Trumpet Oboe Fart
0c58f71a.wav,Clarinet Saxophone Flute
0c654cc0.wav,Trumpet Oboe Fart
0c6ccd3a.wav,Flute Clarinet Trumpet
0c7311f7.wav,Flute Cello Cowbell
0c736a0f.wav,Trumpet Oboe Clarinet
0c7a124d.wav,Clarinet Squeak Flute
0c7a8b1b.wav,Flute Clarinet Gong
0c7c51fa.wav,Double_bass Cowbell Cello
0c8071a4.wav,Bass_drum Tearing Cello
0c80cb97.wav,Trumpet Oboe Fart
0c80f6dc.wav,Bass_drum Knock Double_bass
0c91a6b2.wav,Meow Bark Fart
0c9250b8.wav,Bass_drum Double_bass Hi-hat
0ca5bba6.wav,Hi-hat Snare_drum Violin_or_fiddle
0cb0d029.wav,Burping_or_eructation Cough Laughter
0cb48b8e.wav,Flute Clarinet Violin_or_fiddle
0cb5b4a8.wav,Bass_drum Electric_piano Cello
0cbe7e42.wav,Flute Violin_or_fiddle Bark
0cc0af58.wav,Cello Double_bass Acoustic_guitar
0cd0ec27.wav,Snare_drum Bass_drum Fart
0cd0f2ef.wav,Acoustic_guitar Tambourine Applause
0ce09e4a.wav,Flute Trumpet Saxophone
0ce127f9.wav,Bark Meow Fireworks
0ceaab13.wav,Bass_drum Knock Hi-hat
0ceb2140.wav,Squeak Tambourine Acoustic_guitar
0cec29e8.wav,Flute Clarinet Saxophone
0cefa487.wav,Acoustic_guitar Hi-hat Saxophone
0cf2bcda.wav,Acoustic_guitar Double_bass Saxophone
0cf319fa.wav,Flute Clarinet Violin_or_fiddle
0cf34718.wav,Clarinet Flute Acoustic_guitar
0cf34f6e.wav,Gunshot_or_gunfire Knock Drawer_open_or_close
0d056139.wav,Hi-hat Snare_drum Cough
0d1bf5b4.wav,Squeak Burping_or_eructation Fart
0d20e8f7.wav,Hi-hat Tearing Snare_drum
0d23dd3a.wav,Violin_or_fiddle Clarinet Cowbell
0d242640.wav,Clarinet Saxophone Flute
0d2d13b7.wav,Hi-hat Gong Violin_or_fiddle
0d34cc5a.wav,Hi-hat Snare_drum Bass_drum
0d415918.wav,Shatter Gunshot_or_gunfire Fireworks
0d449433.wav,Bass_drum Hi-hat Snare_drum
0d4ca47e.wav,Harmonica Hi-hat Saxophone
0d5bb142.wav,Trumpet Oboe Clarinet
0d6e2584.wav,Cough Laughter Drawer_open_or_close
0d7549a4.wav,Clarinet Oboe Saxophone
0d7f7f76.wav,Acoustic_guitar Gong Electric_piano
0d89b6a4.wav,Clarinet Saxophone Flute
0d8d0cbd.wav,Tearing Writing Hi-hat
0d90d498.wav,Snare_drum Bass_drum Hi-hat
0d950fc6.wav,Bass_drum Knock Snare_drum
0d976b22.wav,Bass_drum Knock Double_bass
0d98574f.wav,Cello Violin_or_fiddle Saxophone
0d99cfde.wav,Trumpet Clarinet Violin_or_fiddle
0d9de265.wav,Flute Clarinet Trumpet
0da2acf4.wav,Fart Squeak Laughter
0da592f2.wav,Clarinet Oboe Flute
0daa7a68.wav,Bass_drum Knock Double_bass
0db0fb36.wav,Microwave_oven Shatter Drawer_open_or_close
0db21ee8.wav,Clarinet Saxophone Flute
0db35f79.wav,Bass_drum Knock Tearing
0db65bf4.wav,Clarinet Cello Saxophone
0db6ac5f.wav,Violin_or_fiddle Trumpet Saxophone
0dbb37b3.wav,Tambourine Chime Acoustic_guitar
0dc193fe.wav,Tearing Drawer_open_or_close Shatter
0dc7fd72.wav,Bass_drum Electric_piano Hi-hat
0dd0e034.wav,Cello Violin_or_fiddle Double_bass
0dd68380.wav,Cello Cowbell Violin_or_fiddle
0de4b9f0.wav,Acoustic_guitar Double_bass Cello
0def8cc7.wav,Acoustic_guitar Electric_piano Gong
0df38dfd.wav,Cello Double_bass Saxophone
0e06ba41.wav,Acoustic_guitar Applause Double_bass
0e12c15c.wav,Bass_drum Electric_piano Fireworks
0e1bd033.wav,Applause Laughter Fireworks
0e23a6f4.wav,Tambourine Keys_jangling Shatter
0e26ccc9.wav,Squeak Shatter Fart
0e2d428f.wav,Clarinet Trumpet Flute
0e2ff60a.wav,Clarinet Flute Trumpet
0e373704.wav,Cowbell Flute Oboe
0e398b30.wav,Clarinet Oboe Saxophone
0e3b99ce.wav,Fart Hi-hat Acoustic_guitar
0e3cdc5d.wav,Cello Double_bass Trumpet
0e3d8062.wav,Snare_drum Hi-hat Fart
0e45be94.wav,Cello Double_bass Trumpet
0e468de3.wav,Bass_drum Knock Burping_or_eructation
0e507ea4.wav,Flute Saxophone Clarinet
0e5184a9.wav,Electric_piano Acoustic_guitar Cello
0e551b02.wav,Acoustic_guitar Electric_piano Gong
0e596194.wav,Clarinet Saxophone Oboe
0e596a0b.wav,Bass_drum Double_bass Telephone
0e5a2f7e.wav,Bass_drum Knock Double_bass
0e5e9be8.wav,Tambourine Snare_drum Bass_drum
0e666b44.wav,Clarinet Cello Double_bass
0e6a2b2e.wav,Violin_or_fiddle Bus Squeak
0e70bdaa.wav,Flute Oboe Saxophone
0e722a03.wav,Bass_drum Knock Double_bass
0e7aea38.wav,Gong Flute Cowbell
0e7d6e2d.wav,Cello Saxophone Clarinet
0e7e36b2.wav,Bass_drum Double_bass Knock
0e889160.wav,Bass_drum Double_bass Hi-hat
0e8ccc81.wav,Cello Violin_or_fiddle Double_bass
0e95fbb5.wav,Cello Double_bass Violin_or_fiddle
0e9c6c50.wav,Acoustic_guitar Harmonica Tambourine
0ea36a9f.wav,Clarinet Flute Trumpet
